
84,84,0,84
84,84,0,84
84,84,0,84
84,84,0,84
84,84,0,84
84,84,0,84
84,84,0,84
84,84,0,84
84,84,0,84
84,84,0,84
84,84,0,84
84,84,0,84
84,84,0,84
84,84,0,84
84,84,0,84
84,84,0,84
84,84,0,84
84,84,0,84
84,84,0,84
84,84,0,84
84,84,0,84
84,84,0,84
84,84,0,84
84,84,0,84
84,84,0,84
84,84,0,84
84,84,0,84
84,84,0,84
84,84,0,84
84,84,0,84
84,84,0,84
84,84,0,84
84,84,0,84
84,84,0,84
84,84,0,84
84,84,0,84
84,84,0,84
84,84,0,84
84,84,0,84
84,84,0,84
84,84,0,84
84,84,0,84
84,84,0,84
84,85,0,84
84,86,0,84
84,87,0,84
84,88,0,84
84,89,0,84
84,90,0,84
84,91,0,84
84,92,0,84
84,93,0,84
84,94,0,84
84,95,0,84
84,96,0,84
84,97,0,84
84,98,0,84
84,99,0,84
84,100,0,84
84,101,0,84
84,102,0,84
84,103,0,84
84,104,0,84
84,105,0,84
84,104,0,84
84,103,0,84
84,102,0,84
84,101,0,84
84,100,0,84
84,99,0,84
84,98,0,84
84,97,0,84
84,96,0,84
84,95,0,84
84,94,0,84
84,93,0,84
84,92,0,84
84,91,0,84
84,90,0,84
84,89,0,84
84,88,0,84
84,87,0,84
84,86,0,84
84,86,0,84
84,86,0,84
84,87,0,84
84,88,0,84
84,89,0,84
84,90,0,84
84,91,0,84
84,92,0,84
84,93,0,84
84,94,0,84
84,95,0,84
84,96,0,84
84,97,0,84
84,98,0,84
84,99,0,84
84,100,0,84
84,101,0,84
84,102,0,84
84,103,0,84
84,104,0,84
84,105,0,84
84,104,0,84
84,103,0,84
84,102,0,84
84,101,0,84
84,100,0,84
84,99,0,84
84,98,0,84
84,97,0,84
84,96,0,84
84,95,0,84
84,94,0,84
84,93,0,84
84,92,0,84
84,91,0,84
84,90,0,84
84,89,0,84
84,88,0,84
84,87,0,84
84,86,0,84
84,86,0,84
84,86,0,84
84,87,0,84
84,88,0,84
84,89,0,84
84,90,0,84
84,91,0,84
84,92,0,84
84,93,0,84
84,94,0,84
84,95,0,84
84,96,0,84
84,97,0,84
84,98,0,84
84,99,0,84
84,100,0,84
84,101,0,84
84,102,0,84
84,103,0,84
84,104,0,84
84,105,0,84
84,104,0,84
84,103,0,84
84,102,0,84
84,101,0,84
84,100,0,84
84,99,0,84
84,98,0,84
84,97,0,84
84,96,0,84
84,95,0,84
84,94,0,84
84,93,0,84
84,92,0,84
84,91,0,84
84,90,0,84
84,89,0,84
84,88,0,84
84,87,0,84
84,86,0,84
84,86,0,84
84,86,0,84
84,87,0,84
84,88,0,84
84,89,0,84
84,90,0,84
84,91,0,84
84,92,0,84
84,93,0,84
84,94,0,84
84,95,0,84
84,96,0,84
84,97,0,84
84,98,0,84
84,99,0,84
84,100,0,84
84,101,0,84
84,102,0,84
84,103,0,84
84,104,0,84
84,105,0,84
84,104,0,84
84,103,0,84
84,102,0,84
84,101,0,84
84,100,0,84
84,99,0,84
84,98,0,84
84,97,0,84
84,96,0,84
84,95,0,84
84,94,0,84
84,93,0,84
84,92,0,84
84,91,0,84
84,90,0,84
84,89,0,84
84,88,0,84
84,87,0,84
84,86,0,84
84,86,0,84
84,86,0,84
84,87,0,84
84,88,0,84
84,89,0,84
84,90,0,84
84,91,0,84
84,92,0,84
84,93,0,84
84,94,0,84
84,95,0,84
84,96,0,84
84,97,0,84
84,98,0,84
84,99,0,84
84,100,0,84
84,101,0,84
84,102,0,84
84,103,0,84
84,104,0,84
84,105,0,84
84,104,0,84
84,103,0,84
84,102,0,84
84,101,0,84
84,100,0,84
84,99,0,84
84,98,0,84
84,97,0,84
84,96,0,84
84,95,0,84
84,94,0,84
84,93,0,84
84,92,0,84
84,91,0,84
84,90,0,84
84,89,0,84
84,88,0,84
84,87,0,84
84,86,0,84
84,86,0,84
84,86,0,84
84,87,0,84
84,88,0,84
84,89,0,84
84,90,0,84
84,91,0,84
84,92,0,84
84,93,0,84
84,94,0,84
84,95,0,84
84,96,0,84
84,97,0,84
84,98,0,84
84,99,0,84
84,100,0,84
84,101,0,84
84,102,0,84
84,103,0,84
84,104,0,84
84,105,0,84
84,104,0,84
84,103,0,84
84,102,0,84
84,101,0,84
84,100,0,84
84,99,0,84
84,98,0,84
84,97,0,84
84,96,0,84
84,95,0,84
84,94,0,84
84,93,0,84
84,92,0,84
84,91,0,84
84,90,0,84
84,89,0,84
84,88,0,84
84,87,0,84
84,86,0,84
84,86,0,84
84,87,0,84
84,88,0,84
84,89,0,84
